split,source_line,file_name,annotation_index,class,original_bbox_xywh,cleaned_bbox_xywh,status,image_width,image_height,original_area,cleaned_area
train,3679,Rec19_wcp_ss_star_00021_png_jpg.rf.7bd66d9dc805f9a1203d79c0e3e0ecd0.jpg,10,Crab-Pot,"[588,170,52.267,102.067]","[588,170,52,102.067]",clipped,640,640,5334.684,5307.484
train,3680,Rec15_wcp_ss_port_00023_png_jpg.rf.49da5316187eff4c68afc3f5ef124c40.jpg,0,Crab-Pot,"[217,318,74,95.548]","[217,318,74,95.548]",unchanged,640,640,7070.563,7070.552
train,3681,Rec7_wcp_ss_port_00053_png_jpg.rf.04969a86463bc6f7f4e6cffc20340180.jpg,0,Crab-Pot,"[373,348,53.252,40.267]","[373,348,53.252,40.267]",unchanged,640,640,2144.275,2144.298284
train,3682,Rec19_wcp_ss_port_00042_png_jpg.rf.c0a7ed1d831bbee60f5cddd45929f367.jpg,0,Crab-Pot,"[370,166,24.333,16.422]","[370,166,24.333,16.422]",unchanged,640,640,399.607,399.596526
train,3683,Rec12_wcp_ss_port_00039_png_jpg.rf.b23f1d74270d90a0cb25a5ec39f26348.jpg,0,Crab-Pot,"[459,254,82.667,105.067]","[459,254,82.667,105.067]",unchanged,640,640,8685.511,8685.573689
train,3688,Rec16_wcp_ss_port_00034_png_jpg.rf.a5408b9f0f78c49461a4ae934f4987df.jpg,0,Crab-Pot,"[556,265,50.267,39.333]","[556,265,50.267,39.333]",unchanged,640,640,1977.156,1977.151911
train,3688,Rec16_wcp_ss_port_00034_png_jpg.rf.a5408b9f0f78c49461a4ae934f4987df.jpg,1,Crab-Pot,"[338,373,66.437,63.4]","[338,373,66.437,63.4]",unchanged,640,640,4212.108,4212.1058
train,3690,Rec18_wcp_ss_star_00013_png_jpg.rf.57898b09c2b06135c99549aafd73e6aa.jpg,0,Crab-Pot,"[310,443,112.852,77.815]","[310,443,112.852,77.815]",unchanged,640,640,8781.546,8781.57838
train,3692,Rec12_wcp_ss_star_00046_png_jpg.rf.c265ab8971cb9dcc48edc3800e1e8eef.jpg,0,Crab-Pot,"[62,572,41,33.5]","[62,572,41,33.5]",unchanged,640,640,1373.5,1373.5
train,3693,Rec16_wcp_ss_port_00016_png_jpg.rf.7e64f1d4b7516ac3402891606dc07d20.jpg,0,Crab-Pot,"[0,461,49,55]","[0,461,49,55]",unchanged,640,640,2695,2695.0
train,3694,Rec05_Sensor_Depth_wcp_ss_star_00021_png_jpg.rf.8d57307b90130711d7c3eb243d76eac9.jpg,0,Crab-Pot,"[114,609,16.5,25]","[114,609,16.5,25]",unchanged,640,640,412.5,412.5
train,3695,Rec11_wcp_ss_port_00038_png_jpg.rf.ec38c48f42ff24cc87bcc9a6ebdf2519.jpg,0,Crab-Pot,"[271,275,31.215,29.459]","[271,275,31.215,29.459]",unchanged,640,640,919.565,919.562685
train,3696,Rec16_wcp_ss_port_00038_png_jpg.rf.7e252e72a82640dd6a5c23dfe2c317ae.jpg,0,Crab-Pot,"[536,588,70,43]","[536,588,70,43]",unchanged,640,640,3010,3010.0
train,3697,Rec13_wcp_ss_port_00006_png_jpg.rf.a580b8ee1996c2b477114b307048f3f6.jpg,0,Crab-Pot,"[181,346,89.63,105.43]","[181,346,89.63,105.43]",unchanged,640,640,9449.619,9449.6909
train,3697,Rec13_wcp_ss_port_00006_png_jpg.rf.a580b8ee1996c2b477114b307048f3f6.jpg,1,Crab-Pot,"[126,340,72.889,94.956]","[126,340,72.889,94.956]",unchanged,640,640,6921.205,6921.247884
train,3698,Rec7_wcp_ss_port_00063_png_jpg.rf.8c6e229f6effd6b7055f67e8958bca32.jpg,0,Crab-Pot,"[508,363,27,26]","[508,363,27,26]",unchanged,640,640,702,702.0
train,3700,Rec5_wcp_ss_star_00007_png_jpg.rf.d835d5fdedad887de176f48df4cf2129.jpg,0,Crab-Pot,"[360,446,26,28]","[360,446,26,28]",unchanged,640,640,728,728.0
train,3700,Rec5_wcp_ss_star_00007_png_jpg.rf.d835d5fdedad887de176f48df4cf2129.jpg,1,Crab-Pot,"[332,508,30,35]","[332,508,30,35]",unchanged,640,640,1050,1050.0
train,3700,Rec5_wcp_ss_star_00007_png_jpg.rf.d835d5fdedad887de176f48df4cf2129.jpg,2,Crab-Pot,"[271,608,27.5,32]","[271,608,27.5,32]",unchanged,640,640,880,880.0
train,3701,Rec05_Sensor_Depth_wcp_ss_star_00021_png_jpg.rf.87922e0d1351cc38f5ee6ed6a6b884ae.jpg,0,Crab-Pot,"[0,133,17.007,18.933]","[0,133,17.007,18.933]",unchanged,640,640,322.007,321.993531
train,3703,TI0058_png_jpg.rf.c10d7f036b8a9b9131ac049093c11dd3.jpg,0,Crab-Pot,"[282,285,71.481,65.526]","[282,285,71.481,65.526]",unchanged,640,640,4683.89,4683.864006
train,3704,Rec6_wcp_ss_star_00017_png_jpg.rf.4c0d36e5e9e23721a4e420ff9d4fa2eb.jpg,0,Crab-Pot,"[583,398,23.837,31.163]","[583,398,23.837,31.163]",unchanged,640,640,742.833,742.832431
train,3705,Rec5_wcp_ss_star_00007_png_jpg.rf.9ba72083786ab1132dbcec215bd6189b.jpg,0,Crab-Pot,"[446,366,33.148,32.185]","[446,366,33.148,32.185]",unchanged,640,640,1066.879,1066.86838
train,3705,Rec5_wcp_ss_star_00007_png_jpg.rf.9ba72083786ab1132dbcec215bd6189b.jpg,1,Crab-Pot,"[510,348,41.333,37.481]","[510,348,41.333,37.481]",unchanged,640,640,1549.235,1549.202173
train,3705,Rec5_wcp_ss_star_00007_png_jpg.rf.9ba72083786ab1132dbcec215bd6189b.jpg,2,Crab-Pot,"[618,302,21.926,35.259]","[618,302,21.926,35.259]",unchanged,640,640,773.092,773.088834
train,3706,BC_POST_T2_00_00_2_8_png_jpg.rf.4360da1d7933377427d95f5fca0ed64d.jpg,0,Crab-Pot,"[503,451,18.444,15.8]","[503,451,18.444,15.8]",unchanged,640,640,291.422,291.4152
train,3708,Rec19_wcp_ss_port_00042_png_jpg.rf.f6450c75e0dcc26af3adf001e2dc97e7.jpg,0,Crab-Pot,"[349,313,91.926,105.733]","[349,313,91.926,105.733]",unchanged,640,640,9719.635,9719.611758
train,3709,Rec7_wcp_ss_port_00019_png_jpg.rf.bee314061dff3225716c644e98aa48ba.jpg,0,Crab-Pot,"[599,144,40.5,47.5]","[599,144,40.5,47.5]",unchanged,640,640,1923.75,1923.75
train,3709,Rec7_wcp_ss_port_00019_png_jpg.rf.bee314061dff3225716c644e98aa48ba.jpg,1,Crab-Pot,"[219,392,55,48]","[219,392,55,48]",unchanged,640,640,2640,2640.0
train,3711,Rec12_wcp_ss_star_00032_png_jpg.rf.691d7ed01ffa4b7174008083bca15cb8.jpg,0,Crab-Pot,"[509,142,51.481,50.741]","[509,142,51.481,50.741]",unchanged,640,640,2612.209,2612.197421
train,3711,Rec12_wcp_ss_star_00032_png_jpg.rf.691d7ed01ffa4b7174008083bca15cb8.jpg,1,Crab-Pot,"[622,188,18.163,56.356]","[622,188,18,56.356]",clipped,640,640,1023.584,1014.408
train,3712,BC_POST_T2_01_00_3_5_png_jpg.rf.911f538bb28af554a66b965b7b1b8c55.jpg,0,Crab-Pot,"[122,472,15,17]","[122,472,15,17]",unchanged,640,640,255,255.0
train,3712,BC_POST_T2_01_00_3_5_png_jpg.rf.911f538bb28af554a66b965b7b1b8c55.jpg,1,Crab-Pot,"[235,442,12.5,12.5]","[235,442,12.5,12.5]",unchanged,640,640,156.25,156.25
train,3713,TI0009_png_jpg.rf.26d53e76fe94df20bc11d31cea0e2f1b.jpg,0,Crab-Pot,"[277,314,51.2,49.778]","[277,314,51.2,49.778]",unchanged,640,640,2548.622,2548.6336
train,3714,baycove_11_16_png_jpg.rf.4c8a7d3a211f2e1cf03cf80e20241e05.jpg,0,Crab-Pot,"[579,126,26.207,29.926]","[579,126,26.207,29.926]",unchanged,640,640,784.281,784.270682
train,3714,baycove_11_16_png_jpg.rf.4c8a7d3a211f2e1cf03cf80e20241e05.jpg,1,Crab-Pot,"[547,126,22.215,30.63]","[547,126,22.215,30.63]",unchanged,640,640,680.432,680.44545
train,3715,Rec7_wcp_ss_port_00066_png_jpg.rf.bfcfd65605956afbe90e7468ae353dee.jpg,0,Crab-Pot,"[311,148,54.074,37.311]","[311,148,54.074,37.311]",unchanged,640,640,2017.564,2017.555014
train,3716,BC_POST_T2_01_00_4_3_png_jpg.rf.b3d7196905e77a1a8c7c4cc42ae133a7.jpg,0,Crab-Pot,"[470,3,22.296,21.141]","[470,3,22.296,21.141]",unchanged,640,640,471.36,471.359736
train,3716,BC_POST_T2_01_00_4_3_png_jpg.rf.b3d7196905e77a1a8c7c4cc42ae133a7.jpg,1,Crab-Pot,"[116,0,18.237,9.985]","[116,0,18.237,9.985]",unchanged,640,640,182.1,182.096445
train,3716,BC_POST_T2_01_00_4_3_png_jpg.rf.b3d7196905e77a1a8c7c4cc42ae133a7.jpg,2,Crab-Pot,"[528,317,16.207,14.83]","[528,317,16.207,14.83]",unchanged,640,640,240.35,240.34981
train,3717,Rec02_Sensor_Depth_wcp_ss_star_00039_png_jpg.rf.f6ef36626c8d25cb48b2d5494082a3b3.jpg,0,Crab-Pot,"[425,322,27.5,13.5]","[425,322,27.5,13.5]",unchanged,640,640,371.25,371.25
train,3718,Rec16_wcp_ss_star_00053_png_jpg.rf.df402b0e1e3ee9c92b03994f44a6dde7.jpg,0,Crab-Pot,"[414,223,34.304,44.489]","[414,223,34.304,44.489]",unchanged,640,640,1526.134,1526.150656
train,3718,Rec16_wcp_ss_star_00053_png_jpg.rf.df402b0e1e3ee9c92b03994f44a6dde7.jpg,1,Crab-Pot,"[611,164,27.452,49.385]","[611,164,27.452,49.385]",unchanged,640,640,1355.715,1355.71702
train,3722,Rec7_wcp_ss_star_00024_png_jpg.rf.93030654f174fe5aedc7d746824e5d2f.jpg,0,Crab-Pot,"[3,87,19.859,30.267]","[3,87,19.859,30.267]",unchanged,640,640,601.074,601.072353
train,3724,BC_POST_T2_01_00_3_1_png_jpg.rf.a48b2cd5345f9f1b89d5606ba74ef455.jpg,0,Crab-Pot,"[89,421,14.096,14.037]","[89,421,14.096,14.037]",unchanged,640,640,197.87,197.865552
train,3727,BC_POST_T2_01_01_5_6_png_jpg.rf.21604e7ce48732bbc622de1d60de1eef.jpg,0,Crab-Pot,"[137,367,15,15]","[137,367,15,15]",unchanged,640,640,225,225.0
train,3727,BC_POST_T2_01_01_5_6_png_jpg.rf.21604e7ce48732bbc622de1d60de1eef.jpg,1,Crab-Pot,"[523,435,12.5,12.5]","[523,435,12.5,12.5]",unchanged,640,640,156.25,156.25
train,3727,BC_POST_T2_01_01_5_6_png_jpg.rf.21604e7ce48732bbc622de1d60de1eef.jpg,2,Crab-Pot,"[525,89,13,14.5]","[525,89,13,14.5]",unchanged,640,640,188.5,188.5
train,3727,BC_POST_T2_01_01_5_6_png_jpg.rf.21604e7ce48732bbc622de1d60de1eef.jpg,3,Crab-Pot,"[290,73,14.5,14]","[290,73,14.5,14]",unchanged,640,640,203,203.0
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,0,Crab-Pot,"[515,327,119.556,134.704]","[515,327,119.556,134.704]",unchanged,640,640,16104.576,16104.671424
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,1,Crab-Pot,"[387,336,147.963,155.104]","[387,336,147.963,155.104]",unchanged,640,640,22949.604,22949.653152
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,2,Crab-Pot,"[384,309,84.556,79.096]","[384,309,84.556,79.096]",unchanged,640,640,6688.031,6688.041376
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,3,Crab-Pot,"[331,346,92.593,93.459]","[331,346,92.593,93.459]",unchanged,640,640,8653.635,8653.649187
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,4,Crab-Pot,"[355,229,103,86.03]","[355,229,103,86.03]",unchanged,640,640,8861.052,8861.09
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,5,Crab-Pot,"[22,303,83.889,123.889]","[22,303,83.889,123.889]",unchanged,640,640,10392.901,10392.924321
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,6,Crab-Pot,"[276,125,86.444,64.252]","[276,125,86.444,64.252]",unchanged,640,640,5554.216,5554.199888
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,7,Crab-Pot,"[178,150,96.63,80.719]","[178,150,96.63,80.719]",unchanged,640,640,7799.801,7799.87697
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,8,Crab-Pot,"[18,244,43.963,69.022]","[18,244,43.963,69.022]",unchanged,640,640,3034.421,3034.414186
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,9,Crab-Pot,"[243,30,110.852,84.444]","[243,30,110.852,84.444]",unchanged,640,640,9360.823,9360.786288
train,3728,Rec19_wcp_ss_star_00021_png_jpg.rf.4904518a51b091fe344095bef0f9d582.jpg,10,Crab-Pot,"[388,20,105,59.237]","[388,20,105,59.237]",unchanged,640,640,6219.889,6219.885
train,3730,Rec6_wcp_ss_star_00109_png_jpg.rf.943fc013dba1ca1e89caa936b81049db.jpg,0,Crab-Pot,"[381,608,65.5,32]","[381,608,65.5,32]",unchanged,640,640,2096,2096.0
train,3731,Rec19_wcp_ss_star_00027_png_jpg.rf.e5e89d000c24986ae6b07369c4a5ecf6.jpg,0,Crab-Pot,"[135,271,16.185,20.556]","[135,271,16.185,20.556]",unchanged,640,640,332.695,332.69886
train,3731,Rec19_wcp_ss_star_00027_png_jpg.rf.e5e89d000c24986ae6b07369c4a5ecf6.jpg,1,Crab-Pot,"[582,373,17.422,24.593]","[582,373,17.422,24.593]",unchanged,640,640,428.458,428.459246
train,3732,Rec12_wcp_ss_star_00033_png_jpg.rf.10b438cb6e2226bc4499ca9c6ee1b821.jpg,0,Crab-Pot,"[128,0,93.296,25.311]","[128,0,93.296,25.311]",unchanged,640,640,2361.433,2361.415056
train,3734,TI0055_png_jpg.rf.692745aaad0099a2f697ed9795579710.jpg,0,Crab-Pot,"[160,411,37.593,42.193]","[160,411,37.593,42.193]",unchanged,640,640,1586.129,1586.161449
train,3735,Rec19_wcp_ss_port_00020_png_jpg.rf.85a0ad8eed567c0c68c7ad72024df3ff.jpg,0,Crab-Pot,"[237,359,78,77.704]","[237,359,78,77.704]",unchanged,640,640,6060.889,6060.912
train,3735,Rec19_wcp_ss_port_00020_png_jpg.rf.85a0ad8eed567c0c68c7ad72024df3ff.jpg,1,Crab-Pot,"[319,108,130.867,107.593]","[319,108,130.867,107.593]",unchanged,640,640,14080.284,14080.373131
train,3736,Rec7_wcp_ss_port_00031_png_jpg.rf.894dbb898d35db1a15f8af760c381ce6.jpg,0,Crab-Pot,"[635,389,5.015,30.178]","[635,389,5,30.178]",clipped,640,640,151.336,150.89
train,3737,Rec11_wcp_ss_star_00043_png_jpg.rf.cd5f814d7af5a371558ad82879503f4a.jpg,0,Crab-Pot,"[273,449,75.133,51.785]","[273,449,75.133,51.785]",unchanged,640,640,3890.794,3890.762405
train,3738,Rec7_wcp_ss_port_00053_png_jpg.rf.e7f4cec9f1e61e6658c321a61d19344d.jpg,0,Crab-Pot,"[432,371,49.896,35.2]","[432,371,49.896,35.2]",unchanged,640,640,1756.35,1756.3392
train,3739,TI0026_png_jpg.rf.df8acd40b9e42c431ccf326384b8d2ec.jpg,0,Crab-Pot,"[270,347,40.926,54.889]","[270,347,40.926,54.889]",unchanged,640,640,2246.379,2246.387214
train,3740,Rec15_wcp_ss_port_00023_png_jpg.rf.5a82ee5d40d751e981a7768aaa2ac857.jpg,0,Crab-Pot,"[367,251,55,84]","[367,251,55,84]",unchanged,640,640,4620,4620.0
train,3741,Rec20_wcp_ss_port_00004_png_jpg.rf.273a24023b0f351a78ea5a3334ddec8d.jpg,0,Crab-Pot,"[23,193,59.541,73.874]","[23,193,59.541,73.874]",unchanged,640,640,4398.517,4398.531834
train,3743,BC_POST_T2_00_01_4_9_png_jpg.rf.574c59c3b8cf096038c6016d2a178666.jpg,0,Crab-Pot,"[212,196,15.5,8.5]","[212,196,15.5,8.5]",unchanged,640,640,131.75,131.75
train,3743,BC_POST_T2_00_01_4_9_png_jpg.rf.574c59c3b8cf096038c6016d2a178666.jpg,1,Crab-Pot,"[506,525,12.5,7.5]","[506,525,12.5,7.5]",unchanged,640,640,93.75,93.75
train,3743,BC_POST_T2_00_01_4_9_png_jpg.rf.574c59c3b8cf096038c6016d2a178666.jpg,2,Crab-Pot,"[581,506,15.5,13]","[581,506,15.5,13]",unchanged,640,640,201.5,201.5
train,3744,Rec11_wcp_ss_port_00038_png_jpg.rf.684063212b53e075dde261fcf7083ee2.jpg,0,Crab-Pot,"[247,344,32.778,30.689]","[247,344,32.778,30.689]",unchanged,640,640,1005.914,1005.924042
train,3745,Rec6_wcp_ss_port_00023_png_jpg.rf.787167c4a573baf22b8e1f9016f36ad9.jpg,0,Crab-Pot,"[132,332,35.593,37.2]","[132,332,35.593,37.2]",unchanged,640,640,1324.044,1324.0596
train,3745,Rec6_wcp_ss_port_00023_png_jpg.rf.787167c4a573baf22b8e1f9016f36ad9.jpg,1,Crab-Pot,"[176,264,44.667,38.8]","[176,264,44.667,38.8]",unchanged,640,640,1733.067,1733.0796
train,3747,Rec7_wcp_ss_port_00012_png_jpg.rf.68e023ddf0e3f785ba9d044da952eb23.jpg,0,Crab-Pot,"[356,419,58.2,57.378]","[356,419,58.2,57.378]",unchanged,640,640,3339.387,3339.3996
train,3747,Rec7_wcp_ss_port_00012_png_jpg.rf.68e023ddf0e3f785ba9d044da952eb23.jpg,1,Crab-Pot,"[188,408,55.222,58.2]","[188,408,55.222,58.2]",unchanged,640,640,3213.933,3213.9204
train,3747,Rec7_wcp_ss_port_00012_png_jpg.rf.68e023ddf0e3f785ba9d044da952eb23.jpg,2,Crab-Pot,"[535,506,61.378,65.556]","[535,506,61.378,65.556]",unchanged,640,640,4023.654,4023.696168
train,3748,BC_POST_T2_02_00_3_6_png_jpg.rf.bafbfd1c0fcd0a265d33fc0afa8df2d9.jpg,0,Crab-Pot,"[546,5,19,19]","[546,5,19,19]",unchanged,640,640,361,361.0
train,3749,Rec2_wcp_ss_star_00082_png_jpg.rf.61297400c0cd65c5e6c86c4cd244a011.jpg,0,Crab-Pot,"[207,490,46.593,46]","[207,490,46.593,46]",unchanged,640,640,2143.259,2143.278
train,3749,Rec2_wcp_ss_star_00082_png_jpg.rf.61297400c0cd65c5e6c86c4cd244a011.jpg,1,Crab-Pot,"[318,224,28.667,19.867]","[318,224,28.667,19.867]",unchanged,640,640,569.511,569.527289
train,3752,Rec12_wcp_ss_port_00014_png_jpg.rf.ac0e7dbb05c4f1daf538127e9d713cff.jpg,0,Crab-Pot,"[216,155,56,103]","[216,155,56,103]",unchanged,640,640,5768,5768.0
train,3752,Rec12_wcp_ss_port_00014_png_jpg.rf.ac0e7dbb05c4f1daf538127e9d713cff.jpg,1,Crab-Pot,"[408,130,61,119]","[408,130,61,119]",unchanged,640,640,7259,7259.0
train,3752,Rec12_wcp_ss_port_00014_png_jpg.rf.ac0e7dbb05c4f1daf538127e9d713cff.jpg,2,Crab-Pot,"[508,155,52,112]","[508,155,52,112]",unchanged,640,640,5824,5824.0
train,3754,TI0087_png_jpg.rf.b34405becb9c3632a4655ed23c574f42.jpg,0,Crab-Pot,"[290,306,50.704,46.726]","[290,306,50.704,46.726]",unchanged,640,640,2369.178,2369.195104
train,3755,Rec20_wcp_ss_port_00010_png_jpg.rf.e60659f8e4bfe55db59ff13db597b395.jpg,0,Crab-Pot,"[553,363,54.496,59.378]","[553,363,54.496,59.378]",unchanged,640,640,3235.869,3235.863488
train,3755,Rec20_wcp_ss_port_00010_png_jpg.rf.e60659f8e4bfe55db59ff13db597b395.jpg,1,Crab-Pot,"[419,470,103.615,61.741]","[419,470,103.615,61.741]",unchanged,640,640,6397.255,6397.293715
train,3755,Rec20_wcp_ss_port_00010_png_jpg.rf.e60659f8e4bfe55db59ff13db597b395.jpg,2,Crab-Pot,"[225,38,53.452,92.356]","[225,38,53.452,92.356]",unchanged,640,640,4936.575,4936.612912
train,3756,Rec18_wcp_ss_port_00003_png_jpg.rf.3cf9b1f3d36cad125aee8af4f8d52332.jpg,0,Crab-Pot,"[524,346,81.178,95.141]","[524,346,81.178,95.141]",unchanged,640,640,7723.314,7723.356098
train,3757,Rec19_wcp_ss_port_00042_png_jpg.rf.f1aac58eb7d66853ee4ee77525407bf0.jpg,0,Crab-Pot,"[193,237,14,24.5]","[193,237,14,24.5]",unchanged,640,640,343,343.0
train,3758,Rec15_wcp_ss_star_00023_png_jpg.rf.54e138fb31fe78fe9ff1688889323e76.jpg,0,Crab-Pot,"[187,531,100.067,51.667]","[187,531,100.067,51.667]",unchanged,640,640,5170.111,5170.161689
train,3759,Rec15_wcp_ss_port_00027_png_jpg.rf.a042e732360a163ee85064441686901c.jpg,0,Crab-Pot,"[528,342,70.652,91.63]","[528,342,70.652,91.63]",unchanged,640,640,6473.803,6473.84276
train,3759,Rec15_wcp_ss_port_00027_png_jpg.rf.a042e732360a163ee85064441686901c.jpg,1,Crab-Pot,"[431,452,81.667,94.2]","[431,452,81.667,94.2]",unchanged,640,640,7693,7693.0314
train,3760,Rec18_wcp_ss_star_00010_png_jpg.rf.37f9c2c93d914f1a2bebb6d043ec4029.jpg,0,Crab-Pot,"[402,270,31,47]","[402,270,31,47]",unchanged,640,640,1457,1457.0
train,3760,Rec18_wcp_ss_star_00010_png_jpg.rf.37f9c2c93d914f1a2bebb6d043ec4029.jpg,1,Crab-Pot,"[577,157,38.5,42]","[577,157,38.5,42]",unchanged,640,640,1617,1617.0
train,3760,Rec18_wcp_ss_star_00010_png_jpg.rf.37f9c2c93d914f1a2bebb6d043ec4029.jpg,2,Crab-Pot,"[571,248,37.5,49]","[571,248,37.5,49]",unchanged,640,640,1837.5,1837.5
train,3760,Rec18_wcp_ss_star_00010_png_jpg.rf.37f9c2c93d914f1a2bebb6d043ec4029.jpg,3,Crab-Pot,"[120,406,41.5,50.5]","[120,406,41.5,50.5]",unchanged,640,640,2095.75,2095.75
train,3760,Rec18_wcp_ss_star_00010_png_jpg.rf.37f9c2c93d914f1a2bebb6d043ec4029.jpg,4,Crab-Pot,"[143,525,41,40.5]","[143,525,41,40.5]",unchanged,640,640,1660.5,1660.5
train,3760,Rec18_wcp_ss_star_00010_png_jpg.rf.37f9c2c93d914f1a2bebb6d043ec4029.jpg,5,Crab-Pot,"[593,478,47,51]","[593,478,47,51]",unchanged,640,640,2397,2397.0
train,3761,Rec12_wcp_ss_star_00013_png_jpg.rf.22ec96930e06133063e140d1b87ff57b.jpg,0,Crab-Pot,"[439,549,42.489,35.178]","[439,549,42.489,35.178]",unchanged,640,640,1494.665,1494.678042
train,3761,Rec12_wcp_ss_star_00013_png_jpg.rf.22ec96930e06133063e140d1b87ff57b.jpg,1,Crab-Pot,"[216,276,38.415,29.97]","[216,276,38.415,29.97]",unchanged,640,640,1151.306,1151.29755
train,3762,Rec6_wcp_ss_port_00001_png_jpg.rf.1ba808deb088c35f6fc4366c7308a178.jpg,0,Crab-Pot,"[199,359,47.867,43.333]","[199,359,47.867,43.333]",unchanged,640,640,2074.222,2074.220711
train,3763,Rec12_wcp_ss_port_00039_png_jpg.rf.f838961f33031ebade365ef497d05e0f.jpg,0,Crab-Pot,"[447,231,73,98]","[447,231,73,98]",unchanged,640,640,7154,7154.0
train,3764,Rec20_wcp_ss_star_00007_png_jpg.rf.69176c5b1013e32c235e49cf151fa618.jpg,0,Crab-Pot,"[136,82,54,82]","[136,82,54,82]",unchanged,640,640,4428,4428.0
train,3764,Rec20_wcp_ss_star_00007_png_jpg.rf.69176c5b1013e32c235e49cf151fa618.jpg,1,Crab-Pot,"[413,62,70,72]","[413,62,70,72]",unchanged,640,640,5040,5040.0
train,3764,Rec20_wcp_ss_star_00007_png_jpg.rf.69176c5b1013e32c235e49cf151fa618.jpg,2,Crab-Pot,"[273,4,66,36]","[273,4,66,36]",unchanged,640,640,2376,2376.0
train,3764,Rec20_wcp_ss_star_00007_png_jpg.rf.69176c5b1013e32c235e49cf151fa618.jpg,3,Crab-Pot,"[165,461,78,98]","[165,461,78,98]",unchanged,640,640,7644,7644.0
train,3764,Rec20_wcp_ss_star_00007_png_jpg.rf.69176c5b1013e32c235e49cf151fa618.jpg,4,Crab-Pot,"[582,598,58,42]","[582,598,58,42]",unchanged,640,640,2436,2436.0
train,3764,Rec20_wcp_ss_star_00007_png_jpg.rf.69176c5b1013e32c235e49cf151fa618.jpg,5,Crab-Pot,"[275,573,67,40]","[275,573,67,40]",unchanged,640,640,2680,2680.0
train,3765,Rec19_wcp_ss_star_00072_png_jpg.rf.fac98056628a7a5bbc879cebb7092f7e.jpg,0,Crab-Pot,"[93,9,76,60]","[93,9,76,60]",unchanged,640,640,4560,4560.0
train,3765,Rec19_wcp_ss_star_00072_png_jpg.rf.fac98056628a7a5bbc879cebb7092f7e.jpg,1,Crab-Pot,"[234,213,77,85]","[234,213,77,85]",unchanged,640,640,6545,6545.0
train,3765,Rec19_wcp_ss_star_00072_png_jpg.rf.fac98056628a7a5bbc879cebb7092f7e.jpg,2,Crab-Pot,"[516,330,55,61]","[516,330,55,61]",unchanged,640,640,3355,3355.0
train,3765,Rec19_wcp_ss_star_00072_png_jpg.rf.fac98056628a7a5bbc879cebb7092f7e.jpg,3,Crab-Pot,"[577,568,63,62]","[577,568,63,62]",unchanged,640,640,3906,3906.0
train,3766,Rec2_wcp_ss_star_00102_png_jpg.rf.2af523799f1fad13682227d8b1eb269d.jpg,0,Crab-Pot,"[225,587,84.5,53]","[225,587,84.5,53]",unchanged,640,640,4478.5,4478.5
train,3767,Rec6_wcp_ss_port_00025_png_jpg.rf.5154db3071dfd17ccbd236f7644b4cee.jpg,0,Crab-Pot,"[257,65,32.5,41]","[257,65,32.5,41]",unchanged,640,640,1332.5,1332.5
train,3767,Rec6_wcp_ss_port_00025_png_jpg.rf.5154db3071dfd17ccbd236f7644b4cee.jpg,1,Crab-Pot,"[84,531,33.5,37.5]","[84,531,33.5,37.5]",unchanged,640,640,1256.25,1256.25
train,3767,Rec6_wcp_ss_port_00025_png_jpg.rf.5154db3071dfd17ccbd236f7644b4cee.jpg,2,Crab-Pot,"[9,573,37,43]","[9,573,37,43]",unchanged,640,640,1591,1591.0
train,3768,Rec7_wcp_ss_star_00003_png_jpg.rf.645e2456605bca95920b0114695b1cb9.jpg,0,Crab-Pot,"[264,407,49,39]","[264,407,49,39]",unchanged,640,640,1911,1911.0
train,3769,Rec2_wcp_ss_port_00100_png_jpg.rf.d36bc3cb76ff6f8bd3e74c1359edfb6a.jpg,0,Crab-Pot,"[18,427,20.5,10]","[18,427,20.5,10]",unchanged,640,640,205,205.0
train,3770,Rec15_wcp_ss_port_00029_png_jpg.rf.b310827838a29084e50ba5367eaaa5f7.jpg,0,Crab-Pot,"[375,84,78,84]","[375,84,78,84]",unchanged,640,640,6552,6552.0
train,3772,BC_POST_T2_01_00_3_1_png_jpg.rf.30422bd5001df3d122c9e956561c2550.jpg,0,Crab-Pot,"[34,542,14.5,9]","[34,542,14.5,9]",unchanged,640,640,130.5,130.5
